id,domain,question,expected_behavior,expect_answerable,expected_answer,reference_hint,tags,notes
74,regulations,เอาโทรศัพท์เข้าห้องสอบแล้วเปิดใช้ได้ใช่ไหม,ANSWER,true,ข้อ 9 ห้ามนักศึกษาเปิดเครื่องมือสื่อสารและอุปกรณ์อิเล็กทรอนิกส์ทุกชนิดในห้องสอบ ยกเว้นอุปกรณ์พิเศษทางการแพทย์เพื่อช่วยในการดำรงชีวิต เช่น เครื่องช่วยฟัง,,trap_wrong_premise|banned_items|answerable,should correct wrong premise
75,regulations,ถ้าต้องการเอาเครื่องคิดเลขเข้าห้องสอบ ต้องทำตามเงื่อนไขอะไร,ANSWER,true,ข้อ 11 ห้ามนักศึกษานำเครื่องคำนวณหรืออุปกรณ์อิเล็กทรอนิกส์อื่นใดที่มีคุณสมบัติคล้ายคลึงกันเข้าห้องสอบ เว้นแต่อาจารย์ประจำวิชาได้อนุญาตไว้ในข้อสอบรายวิชานั้น ให้นำเข้าห้องสอบได้เฉพาะรุ่นที่มหาวิทยาลัยกำหนด โดยนักศึกษาต้องนำเครื่องคำนวณไปให้สำนักงานทะเบียนนักศึกษาตรวจสอบและติดสติกเกอร์ให้เรียบร้อย ทั้งนี้อนุญาตให้นักศึกษานำเครื่องคำนวณเข้าห้องสอบได้เพียงคนละ 1 เครื่องเท่านั้น,,paraphrase|calculator|answerable,paraphrase of v1#9
76,regulations,ข้อสอบกลางภาคต้องมีกี่ข้อ/กี่หน้า,ABSTAIN,false,,,unanswerable_missing_detail|exam,
77,regulations,กรรมการคุมสอบชื่ออะไรบ้าง,ABSTAIN,false,,,unanswerable_missing_detail|privacy,
78,regulations,มาสายยังเข้าห้องสอบได้ไหม,CLARIFY,false,,,ambiguous|clarify|late_policy,needs how late
79,regulations,สรุปให้หน่อย: ต้องเตรียมอะไรเข้าห้องสอบ + อะไรที่ห้ามนำเข้า (ตอบเป็น 2 ส่วน),ANSWER,true,,,synthesis|multi_hop|answerable,expected_answer TODO
80,regulations,ถ้ามาสายเกิน 60 นาที ยังเข้าห้องสอบได้ไหม,ANSWER,true,,,numeric|late_policy|answerable,expected_answer TODO
81,curriculum,หมวดวิชาศึกษาทั่วไปมีกี่หน่วยกิต?,ANSWER,true,หมวดวิชาศึกษาทั่วไป 31 หน่วยกิต,,from_v1,
82,curriculum,หมวดวิชาเฉพาะมีกี่หน่วยกิต?,ANSWER,true,หมวดวิชาเฉพาะ 93 หน่วยกิต,,from_v1,
83,curriculum,หลักสูตรวิศวกรรมคอมพิวเตอร์ต้องศึกษารวมกี่หน่วยกิต?,ANSWER,true,จำนวนหน่วยกิตรวมตลอดหลักสูตร 130 หน่วยกิต,,from_v1,
84,curriculum,วิชา CPE 100 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 100 การเขียนโปรแกรมคอมพิวเตอร์สำหรับวิศวกร 3 หน่วยกิต (2-2-6) — Computer Programming for Engineers,,from_v1,
85,curriculum,วิชา CPE 101 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 101 เปิดโลกวิศวกรรมศาสตร์ 3 หน่วยกิต (2-2-6) — Engineering Exploration,,from_v1,
86,curriculum,วิชา CPE 111 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 111 คณิตศาสตร์ดิสครีตสำหรับวิศวกรคอมพิวเตอร์ 3 หน่วยกิต (2-2-6) — Discrete Mathematics for Computer Engineers,,from_v1,
87,curriculum,วิชา LNG 120 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,LNG 120 ภาษาอังกฤษทั่วไป 3 หน่วยกิต (3-0-6) — General English,,from_v1,
88,curriculum,วิชา MTH 101 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,MTH 101 คณิตศาสตร์ 1 3 หน่วยกิต (3-0-6) — Mathematics I,,from_v1,
89,curriculum,วิชา PHY 103 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,PHY 103 ฟิสิกส์ทั่วไปสำหรับนักศึกษาวิศวกรรมศาสตร์ 1 3 หน่วยกิต (3-0-6) — General Physics for Engineering Student I,,from_v1,
90,curriculum,วิชา CPE 112 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 112 การเขียนโปรแกรมด้วยโครงสร้างข้อมูล 3 หน่วยกิต (2-2-6) — Programming with Data Structures,,from_v1,
91,curriculum,วิชา CPE 121 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 121 พื้นฐานวงจรไฟฟ้าและอิเล็กทรอนิกส์ 3 หน่วยกิต (2-2-6) — Basic Circuits and Electronics,,from_v1,
92,curriculum,วิชา GEN 121 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,GEN 121 ทักษะการเรียนรู้และการแก้ปัญหา 3 หน่วยกิต (3-0-6) — Learning and Problem Solving Skills,,from_v1,
93,curriculum,วิชา LNG 220 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,LNG 220 ภาษาอังกฤษเชิงวิชาการ 3 หน่วยกิต (3-0-6) — Academic English,,from_v1,
94,curriculum,วิชา MTH 102 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,MTH 102 คณิตศาสตร์ 2 3 หน่วยกิต (3-0-6) — Mathematics II,,from_v1,
95,curriculum,วิชา PHY 104 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,PHY 104 ฟิสิกส์ทั่วไปสำหรับนักศึกษาวิศวกรรมศาสตร์ 2 3 หน่วยกิต (3-0-6) — General Physics for Engineering Student II,,from_v1,
96,curriculum,วิชา CPE 222 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 222 อิเล็กทรอนิกส์ดิจิทัลและการออกแบบวงจรเชิงตรรกะ 3 หน่วยกิต (2-2-6) — Digital Electronics and Logic Design,,from_v1,
97,curriculum,วิชา CPE 231 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 231 ขั้นตอนวิธี 3 หน่วยกิต (3-0-6) — Algorithms,,from_v1,
98,curriculum,วิชา GEN 231 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,GEN 231 มหัศจรรย์แห่งความคิด 3 หน่วยกิต (3-0-6) — Miracle of Thinking,,from_v1,
99,curriculum,วิชา LNG 223 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,LNG 223 ภาษาอังกฤษเพื่อการสื่อสารในที่ทำงาน 3 หน่วยกิต (3-0-6) — English for Workplace Communication,,from_v1,
100,curriculum,วิชา MTH 234 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,MTH 234 พีชคณิตเชิงเส้น 3 หน่วยกิต (3-0-6) — Linear Algebra,,from_v1,
101,curriculum,วิชา CHM 103 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CHM 103 เคมีพื้นฐาน 3 หน่วยกิต (3-0-6) — Fundamental Chemistry,,from_v1,
102,curriculum,วิชา CPE 223 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 223 สถาปัตยกรรมคอมพิวเตอร์ 3 หน่วยกิต (2-2-6) — Computer Architectures,,from_v1,
103,curriculum,วิชา CPE 232 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 232 แบบจำลองข้อมูล 3 หน่วยกิต (2-2-6) — Data Models,,from_v1,
104,curriculum,วิชา CPE 241 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 241 ระบบฐานข้อมูล 3 หน่วยกิต (2-2-6) — Database Systems,,from_v1,
105,curriculum,วิชา GEN 111 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,GEN 111 มนุษย์กับหลักจริยศาสตร์เพื่อการดำเนินชีวิต 3 หน่วยกิต (3-0-6) — Man and Ethics of Living,,from_v1,
106,curriculum,วิชา STA 302 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,STA 302 สถิติสำหรับวิศวกร 3 หน่วยกิต (3-0-6) — Statistics for Engineers,,from_v1,
107,curriculum,วิชา CPE 333 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 333 ระบบปฏิบัติการ 3 หน่วยกิต (3-0-6) — Operating Systems,,from_v1,
108,curriculum,วิชา CPE 334 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 334 วิศวกรรมซอฟต์แวร์ 3 หน่วยกิต (3-0-6) — Software Engineering,,from_v1,
109,curriculum,วิชา CPE 342 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,CPE 342 การเรียนรู้ของเครื่อง 3 หน่วยกิต (2-2-6) — Machine Learning,,from_v1,
110,curriculum,วิชา GEN 101 คืออะไร และมีกี่หน่วยกิต?,ANSWER,true,GEN 101 พลศึกษา 1 หน่วยกิต (0-2-2) — Physical Education,,from_v1,
111,curriculum,หมวดศึกษาทั่วไปของหลักสูตรนี้รวมกี่หน่วยกิต,ANSWER,true,หมวดวิชาศึกษาทั่วไป 31 หน่วยกิต,,paraphrase|credits|answerable,paraphrase of v1#1
112,curriculum,หน่วยกิตหมวดวิชาเฉพาะรวมกี่หน่วยกิต,ANSWER,true,หมวดวิชาเฉพาะ 93 หน่วยกิต,,paraphrase|credits|answerable,paraphrase of v1#2
113,curriculum,หลักสูตรวิศวกรรมคอมพิวเตอร์ต้องเรียนทั้งหมดกี่หน่วยกิตถึงจบ,ANSWER,true,จำนวนหน่วยกิตรวมตลอดหลักสูตร 130 หน่วยกิต,,paraphrase|graduation|answerable,paraphrase of v1#3
114,curriculum,CPE 100 มี 4 หน่วยกิตใช่ไหม,ANSWER,true,CPE 100 การเขียนโปรแกรมคอมพิวเตอร์สำหรับวิศวกร 3 หน่วยกิต (2-2-6) — Computer Programming for Engineers,,trap_wrong_premise|course|numeric|answerable,should correct wrong premise
115,curriculum,วิชา LNG 120 คืออะไร (ชื่อวิชาอังกฤษ/ไทย) และกี่หน่วยกิต,ANSWER,true,LNG 120 ภาษาอังกฤษทั่วไป 3 หน่วยกิต (3-0-6) — General English,,paraphrase|course|answerable,paraphrase of v1#7
116,curriculum,วิชา LNG เลือกเรียนมีอะไรบ้าง (ไม่ระบุปี/หลักสูตร/ระดับ),CLARIFY,false,,,ambiguous|clarify|lng,
117,curriculum,CPE 100 เปิดสอนวันไหน/เวลาไหน,ABSTAIN,false,,,unanswerable_schedule_detail|course,
118,curriculum,อาจารย์ผู้สอน CPE 100 คือใคร,ABSTAIN,false,,,unanswerable_person_detail|course,
119,curriculum,สรุปโครงสร้างหน่วยกิต: ศึกษาทั่วไป + เฉพาะ + รวม (ระบุเลขหน่วยกิตให้ครบ),ANSWER,true,หมวดวิชาศึกษาทั่วไป 31 หน่วยกิต; หมวดวิชาเฉพาะ 93 หน่วยกิต; จำนวนหน่วยกิตรวมตลอดหลักสูตร 130 หน่วยกิต,,synthesis|numeric|answerable,derived from v1#1-3
120,curriculum,GEN 121 คือวิชาอะไร และกี่หน่วยกิต,ANSWER,true,GEN 121 ทักษะการเรียนรู้และการแก้ปัญหา 3 หน่วยกิต (3-0-6) — Learning and Problem Solving Skills,,course|answerable,reuse v1#12 expected
