id,source_id,domain,difficulty,question_type,expected_answerable,question,expected_source,reference_answer,expected_answer_keywords,scenario_type,conversation_id,turn_index,depends_on_id
qb_102,,curriculum,medium,procedural,True,ถ้าจะลง CPE 321 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 321;วิชาบังคับก่อน,standard,,,
qb_103,,curriculum,medium,procedural,True,ถ้าจะลง CPE 323 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 323;วิชาบังคับก่อน,standard,,,
qb_104,,regulations,easy,factual,True,"ระเบียบสอบกรณี ""ต้องการทราบขั้นตอนแจ้งกรณีมาสายเข้าสอบ"" ต้องทำยังไง",rule_exam;regulation,กรณีมาสายเข้าสอบ ให้ปฏิบัติตามขั้นตอนที่ระเบียบกำหนดและรอการอนุญาตจากกรรมการคุมสอบ,ระเบียบการสอบ;มาสาย;อนุญาต;กรรมการคุมสอบ,standard,,,
qb_105,,announcements,easy,factual,True,ขออัปเดต เวลาทำการของสำนักงานทะเบียน ล่าสุดหน่อยครับ,announcement;calendar,เวลาทำการสำนักงานทะเบียนให้ตรวจจากประกาศเวลาทำการล่าสุดของมหาวิทยาลัยหรือหน้าเว็บหน่วยงาน,ประกาศ;สำนักงานทะเบียน;เวลาทำการ;ประกาศล่าสุด,standard,,,
qb_106,,regulations,easy,factual,True,"ระเบียบสอบกรณี ""อยากทราบว่าต้องผ่านไปกี่นาทีถึงออกห้องสอบได้"" ต้องทำยังไง",rule_exam;regulation,สามารถออกจากห้องสอบได้เมื่อเวลาสอบผ่านไปอย่างน้อย 60 นาที และต้องขออนุญาตกรรมการคุมสอบ,60;นาที;ออกจากห้องสอบ;อนุญาต;ระเบียบการสอบ,standard,,,
qb_107,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 323 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 323,standard,,,
qb_108,,regulations,hard,procedural,True,"กรณี ""เผลอพกโทรศัพท์เข้าห้องสอบ"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_109,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง กำหนดการชำระค่าเทอม ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_110,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 301 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 301,standard,,,
qb_111,,curriculum,medium,factual,True,CPE 333 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 333 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(3-0-6),CPE 333;3;หน่วยกิต;3-0-6;รูปแบบชั่วโมง,standard,,,
qb_112,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 322 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 322,standard,,,
qb_113,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ช่วงสอบกลางภาคและปลายภาค มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_114,,curriculum,medium,procedural,True,ถ้าจะลง CPE 223 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 223;วิชาบังคับก่อน,standard,,,
qb_115,,announcements,easy,factual,True,ขออัปเดต ช่วงสอบกลางภาคและปลายภาค ล่าสุดหน่อยครับ,announcement;calendar,ช่วงสอบกลางภาคและปลายภาคให้ยึดตามปฏิทินการศึกษาฉบับล่าสุดของเทอมนั้น,ระเบียบการสอบ;ประกาศ;สอบกลางภาค;สอบปลายภาค;ปฏิทินการศึกษา,standard,,,
qb_116,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ค่าธรรมเนียมจัดส่งเอกสารทางไปรษณีย์ ต้องเริ่มจากตรงไหน,announcement;calendar,,ค่าธรรมเนียม;ไปรษณีย์;ประกาศ,standard,,,
qb_117,,general,easy,unanswerable,False,ขอเฉลยการบ้านทั้งหมดของวิชา CPE 314 เลยได้หรือเปล่า,,,CPE 314;ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_118,,regulations,medium,verification,True,"ช่วยยืนยันให้หน่อยว่า ""สงสัยเรื่องบทลงโทษกรณีทุจริตสอบ"" ทำได้หรือไม่ได้",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_119,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ขั้นตอนขอทรานสคริปต์ออนไลน์ มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_120,,curriculum,medium,factual,True,CPE 322 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,จากไฟล์หลักสูตรที่ใช้ประเมิน ยังไม่พบบรรทัดข้อมูลหน่วยกิต/รูปแบบชั่วโมงของ CPE 322 อย่างชัดเจน จึงควรตรวจสอบจากเล่มคำอธิบายรายวิชาฉบับล่าสุด,CPE 322;หน่วยกิต;รูปแบบชั่วโมง;ตรวจสอบเอกสารล่าสุด,standard,,,
qb_121,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ขั้นตอนขอหนังสือรับรองนักศึกษา ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_122,,regulations,hard,procedural,True,"กรณี ""ขอออกจากห้องสอบชั่วคราวระหว่างทำข้อสอบ"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ออกจากห้องสอบ;อนุญาต;ระเบียบการสอบ,standard,,,
qb_123,,regulations,hard,procedural,True,"กรณี ""ต้องการเช็กว่าสิ่งของส่วนตัวอะไรบ้างที่ห้ามนำเข้าห้องสอบ"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_124,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ขั้นตอนขอทรานสคริปต์ออนไลน์ มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_125,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง ประกาศทุนการศึกษา ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_126,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 231 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 231,standard,,,
qb_127,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 111 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 111,standard,,,
qb_128,,general,easy,unanswerable,False,ขอรายชื่อผู้เข้าสอบทั้งหมดพร้อมคะแนนดิบได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_129,,curriculum,medium,procedural,True,ถ้าจะลง CPE 241 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 241;วิชาบังคับก่อน,standard,,,
qb_130,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 314 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 314,standard,,,
qb_131,,regulations,easy,factual,True,"ระเบียบสอบกรณี ""ขอออกจากห้องสอบชั่วคราวระหว่างทำข้อสอบ"" ต้องทำยังไง",rule_exam;regulation,สามารถออกจากห้องสอบได้เมื่อเวลาสอบผ่านไปอย่างน้อย 60 นาที และต้องขออนุญาตกรรมการคุมสอบ,60;นาที;ออกจากห้องสอบ;อนุญาต;ระเบียบการสอบ,standard,,,
qb_132,,regulations,hard,multi-hop,True,"ถ้า ""สงสัยเรื่องบทลงโทษกรณีทุจริตสอบ"" แล้วมีข้อยกเว้น ต้องติดต่อใครและทำเอกสารอะไรบ้าง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_133,,curriculum,medium,procedural,True,ถ้าจะลง CPE 111 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 111;วิชาบังคับก่อน,standard,,,
qb_134,,regulations,hard,multi-hop,True,"ถ้า ""เข้าสอบสายเกิน 60 นาที"" แล้วมีข้อยกเว้น ต้องติดต่อใครและทำเอกสารอะไรบ้าง",rule_exam;regulation,,60;นาที;ระเบียบการสอบ,standard,,,
qb_135,,regulations,hard,multi-hop,True,"ถ้า ""ต้องการใช้งานเครื่องคิดเลขในห้องสอบ"" แล้วมีข้อยกเว้น ต้องติดต่อใครและทำเอกสารอะไรบ้าง",rule_exam;regulation,,เครื่องคิดเลข;อนุญาต;ระเบียบการสอบ,standard,,,
qb_136,,curriculum,easy,factual,True,CPE 334 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,"CPE 334 คือรายวิชา ""วิศวกรรมซอฟต์แวร์"" ตามเอกสารหลักสูตร",CPE 334;วิศวกรรมซอฟต์แวร์,standard,,,
qb_137,,announcements,easy,factual,True,ขออัปเดต ประกาศทุนการศึกษา ล่าสุดหน่อยครับ,announcement;calendar,ข้อมูลทุนการศึกษาต้องอ้างอิงประกาศรอบล่าสุดของมหาวิทยาลัย/คณะ เพราะเงื่อนไขและกำหนดเวลาเปลี่ยนตามรอบ,ประกาศ;ทุนการศึกษา;ประกาศล่าสุด;กำหนดเวลา,standard,,,
qb_138,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 342 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 342,standard,,,
qb_139,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ประกาศหยุดเรียน/เลื่อนการเรียนการสอน มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_140,,announcements,easy,factual,True,ขออัปเดต วันสุดท้ายถอนวิชาแบบติด W ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,standard,,,
qb_141,,regulations,medium,procedural,True,"ถ้าเกิดเคส ""ถูกกรรมการคุมสอบตักเตือนเรื่องอุปกรณ์ต้องห้าม"" ขอขั้นตอนแบบทีละข้อหน่อย",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_142,,curriculum,medium,procedural,True,ถ้าจะลง CPE 333 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 333;วิชาบังคับก่อน,standard,,,
qb_143,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ช่วง add/drop ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_144,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า กำหนดการลงทะเบียนล่าช้า มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_145,,announcements,easy,factual,True,ขออัปเดต ขั้นตอนขอทรานสคริปต์ออนไลน์ ล่าสุดหน่อยครับ,announcement;calendar,การขอทรานสคริปต์ออนไลน์ให้ดำเนินการผ่านระบบของงานทะเบียนตามขั้นตอนที่ประกาศไว้ล่าสุด,ประกาศ;ทรานสคริปต์;ออนไลน์;งานทะเบียน,standard,,,
qb_146,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง เวลาทำการของสำนักงานทะเบียน ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_147,,regulations,hard,procedural,True,"กรณี ""เข้าสอบสายเกิน 60 นาที"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,60;นาที;ระเบียบการสอบ,standard,,,
qb_148,,announcements,easy,factual,True,ขออัปเดต กำหนดการชำระค่าเทอม ล่าสุดหน่อยครับ,announcement;calendar,โปรดตรวจสอบประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/คณะเพื่อความถูกต้องของข้อมูล,ภาคการศึกษา;ประกาศ;ประกาศล่าสุด,standard,,,
qb_149,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง ขั้นตอนขอทรานสคริปต์ออนไลน์ ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_150,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง ขั้นตอนขอหนังสือรับรองนักศึกษา ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_151,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง วันสุดท้ายถอนวิชาแบบติด W ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_152,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 212 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 212,standard,,,
qb_153,,curriculum,medium,factual,True,CPE 121 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 121 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(2-2-6),CPE 121;3;หน่วยกิต;2-2-6;รูปแบบชั่วโมง,standard,,,
qb_154,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ประกาศหยุดเรียน/เลื่อนการเรียนการสอน ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_155,,regulations,easy,factual,True,"ระเบียบสอบกรณี ""อยากอุทธรณ์ผลการพิจารณาความผิดระหว่างสอบ"" ต้องทำยังไง",rule_exam;regulation,การอุทธรณ์ผลการพิจารณาต้องยื่นคำร้องภายในกำหนดเวลาที่ระเบียบระบุ และต้องยื่นด้วยตนเองตามเงื่อนไข,ระเบียบการสอบ;อุทธรณ์;ยื่นคำร้อง;กำหนดเวลา,standard,,,
qb_156,,general,easy,unanswerable,False,ขอข้อสอบเก่าพร้อมเฉลยที่ยังไม่เผยแพร่ได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_157,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ประกาศทุนการศึกษา ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_158,,curriculum,medium,factual,True,CPE 314 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 314 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(2-2-6),CPE 314;3;หน่วยกิต;2-2-6;รูปแบบชั่วโมง,standard,,,
qb_159,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ค่าธรรมเนียมจัดส่งเอกสารทางไปรษณีย์ ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_160,,regulations,medium,procedural,True,"ถ้าเกิดเคส ""ต้องการทราบขั้นตอนแจ้งกรณีมาสายเข้าสอบ"" ขอขั้นตอนแบบทีละข้อหน่อย",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_161,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ค่าประกันอุบัติเหตุนักศึกษา ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_162,,general,easy,unanswerable,False,ขอให้ช่วยยืนยันว่าอาจารย์จะออกข้อสอบตามชีทหน้าไหนบ้างได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_163,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง ช่วงสอบกลางภาคและปลายภาค ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_164,,curriculum,medium,procedural,True,ถ้าจะลง CPE 334 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 334;วิชาบังคับก่อน,standard,,,
qb_165,,regulations,hard,procedural,True,"กรณี ""อยากทราบว่าต้องผ่านไปกี่นาทีถึงออกห้องสอบได้"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ออกจากห้องสอบ;อนุญาต;ระเบียบการสอบ,standard,,,
qb_166,,regulations,medium,verification,True,"ช่วยยืนยันให้หน่อยว่า ""เข้าสอบสายเกิน 60 นาที"" ทำได้หรือไม่ได้",rule_exam;regulation,,60;นาที;ระเบียบการสอบ,standard,,,
qb_167,,regulations,medium,procedural,True,"ถ้าเกิดเคส ""อยากอุทธรณ์ผลการพิจารณาความผิดระหว่างสอบ"" ขอขั้นตอนแบบทีละข้อหน่อย",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_168,,regulations,hard,procedural,True,"กรณี ""ต้องการทราบขั้นตอนแจ้งกรณีมาสายเข้าสอบ"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_169,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ขั้นตอนขอทรานสคริปต์ออนไลน์ ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_170,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ประกาศหยุดเรียน/เลื่อนการเรียนการสอน ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_171,,curriculum,easy,factual,True,CPE 223 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,"CPE 223 คือรายวิชา ""สถาปัตยกรรมคอมพิวเตอร์"" ตามเอกสารหลักสูตร",CPE 223;สถาปัตยกรรมคอมพิวเตอร์,standard,,,
qb_172,,curriculum,medium,factual,True,CPE 331 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,จากไฟล์หลักสูตรที่ใช้ประเมิน ยังไม่พบบรรทัดข้อมูลหน่วยกิต/รูปแบบชั่วโมงของ CPE 331 อย่างชัดเจน จึงควรตรวจสอบจากเล่มคำอธิบายรายวิชาฉบับล่าสุด,CPE 331;หน่วยกิต;รูปแบบชั่วโมง;ตรวจสอบเอกสารล่าสุด,standard,,,
qb_173,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ช่องทางติดตามประกาศล่าสุดของภาควิชา มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_174,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 331 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 331,standard,,,
qb_175,,curriculum,easy,factual,True,CPE 342 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,"CPE 342 คือรายวิชา ""การเรียนรู้ของเครื่อง"" ตามเอกสารหลักสูตร",CPE 342;การเรียนรู้ของเครื่อง,standard,,,
qb_176,,regulations,medium,verification,True,"ช่วยยืนยันให้หน่อยว่า ""ขอออกจากห้องสอบชั่วคราวระหว่างทำข้อสอบ"" ทำได้หรือไม่ได้",rule_exam;regulation,,ออกจากห้องสอบ;อนุญาต;ระเบียบการสอบ,standard,,,
qb_177,,regulations,medium,procedural,True,"ถ้าเกิดเคส ""สงสัยเรื่องบทลงโทษกรณีทุจริตสอบ"" ขอขั้นตอนแบบทีละข้อหน่อย",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_178,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ช่องทางติดตามประกาศล่าสุดของภาควิชา มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_179,,regulations,hard,procedural,True,"กรณี ""สงสัยเรื่องบทลงโทษกรณีทุจริตสอบ"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_180,,regulations,easy,factual,True,"ระเบียบสอบกรณี ""เข้าสอบสายเกิน 15 นาทีแต่ไม่เกิน 60 นาที"" ต้องทำยังไง",rule_exam;regulation,กรณีเข้าสอบสายเกิน 15 นาทีแต่ไม่เกิน 60 นาที ต้องยื่นคำร้องและรอการอนุญาตจากกรรมการคุมสอบ,15;60;ยื่นคำร้อง;อนุญาต;ระเบียบการสอบ;นาที,standard,,,
qb_181,,regulations,hard,procedural,True,"กรณี ""เกิดเหตุฉุกเฉินระหว่างสอบ"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_182,,regulations,medium,procedural,True,"ถ้าเกิดเคส ""ต้องการเช็กว่าสิ่งของส่วนตัวอะไรบ้างที่ห้ามนำเข้าห้องสอบ"" ขอขั้นตอนแบบทีละข้อหน่อย",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_183,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง ช่องทางติดตามประกาศล่าสุดของภาควิชา ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_184,,regulations,medium,verification,True,"ช่วยยืนยันให้หน่อยว่า ""อยากอุทธรณ์ผลการพิจารณาความผิดระหว่างสอบ"" ทำได้หรือไม่ได้",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_185,,curriculum,easy,factual,True,CPE 323 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,จากเอกสารหลักสูตรที่ใช้ประเมิน ยังไม่พบคำอธิบายรายวิชา CPE 323 แบบละเอียดในไฟล์ที่ดึงได้ จึงควรอ้างอิงเอกสารคำอธิบายรายวิชาฉบับล่าสุดของภาควิชาเพื่อยืนยันรายละเอียด,CPE 323;คำอธิบายรายวิชา;หลักสูตรล่าสุด,standard,,,
qb_186,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า กำหนดการชำระค่าเทอม มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_187,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง กำหนดการชำระค่าเทอม ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_188,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง ช่วงสอบกลางภาคและปลายภาค ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_189,,curriculum,easy,factual,True,CPE 212 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,จากเอกสารหลักสูตรที่ใช้ประเมิน ยังไม่พบคำอธิบายรายวิชา CPE 212 แบบละเอียดในไฟล์ที่ดึงได้ จึงควรอ้างอิงเอกสารคำอธิบายรายวิชาฉบับล่าสุดของภาควิชาเพื่อยืนยันรายละเอียด,CPE 212;คำอธิบายรายวิชา;หลักสูตรล่าสุด,standard,,,
qb_190,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า เวลาทำการของสำนักงานทะเบียน มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_191,,announcements,easy,factual,True,ขออัปเดต วันเปิดภาคการศึกษา ล่าสุดหน่อยครับ,announcement;calendar,วันเปิดภาคการศึกษาต้องอ้างอิงประกาศปฏิทินการศึกษาฉบับล่าสุดของมหาวิทยาลัย/คณะ เพราะอาจเปลี่ยนตามปีการศึกษา,ภาคการศึกษา;ประกาศ;วันเปิดภาคการศึกษา;ปฏิทินการศึกษา;ประกาศล่าสุด,standard,,,
qb_192,,general,easy,unanswerable,False,ขอรหัสผ่านระบบทะเบียนเพื่อเข้าไปแก้ข้อมูลเองได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_193,,regulations,easy,factual,True,"ระเบียบสอบกรณี ""ต้องการใช้งานเครื่องคิดเลขในห้องสอบ"" ต้องทำยังไง",rule_exam;regulation,อนุญาตให้นำเครื่องคิดเลขที่เป็นไปตามระเบียบเข้าห้องสอบได้ โดยปกติไม่เกิน 1 เครื่องและต้องผ่านการตรวจตามประกาศ,เครื่องคิดเลข;1;เครื่อง;อนุญาต;ระเบียบการสอบ,standard,,,
qb_194,,curriculum,easy,factual,True,CPE 322 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,จากเอกสารหลักสูตรที่ใช้ประเมิน ยังไม่พบคำอธิบายรายวิชา CPE 322 แบบละเอียดในไฟล์ที่ดึงได้ จึงควรอ้างอิงเอกสารคำอธิบายรายวิชาฉบับล่าสุดของภาควิชาเพื่อยืนยันรายละเอียด,CPE 322;คำอธิบายรายวิชา;หลักสูตรล่าสุด,standard,,,
qb_195,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง กำหนดการลงทะเบียนล่าช้า ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_196,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ขั้นตอนขอหนังสือรับรองนักศึกษา มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_197,,announcements,easy,factual,True,ขออัปเดต วันสุดท้ายถอนวิชาแบบติด W ล่าสุดหน่อยครับ,announcement;calendar,กำหนดถอนวิชาแบบติด W ให้ดูจากปฏิทินการศึกษาฉบับล่าสุดของเทอมนั้นโดยตรง,ประกาศ;ถอนวิชา;W;ปฏิทินการศึกษา,standard,,,
qb_198,,curriculum,medium,factual,True,CPE 231 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 231 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(3-0-6),CPE 231;3;หน่วยกิต;3-0-6;รูปแบบชั่วโมง,standard,,,
qb_199,,curriculum,medium,factual,True,CPE 321 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,จากไฟล์หลักสูตรที่ใช้ประเมิน ยังไม่พบบรรทัดข้อมูลหน่วยกิต/รูปแบบชั่วโมงของ CPE 321 อย่างชัดเจน จึงควรตรวจสอบจากเล่มคำอธิบายรายวิชาฉบับล่าสุด,CPE 321;หน่วยกิต;รูปแบบชั่วโมง;ตรวจสอบเอกสารล่าสุด,standard,,,
qb_200,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ค่าธรรมเนียมจัดส่งเอกสารทางไปรษณีย์ มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ค่าธรรมเนียม;ไปรษณีย์;ประกาศ,standard,,,
qb_201,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง วันเปิดภาคการศึกษา ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_202,,curriculum,medium,factual,True,CPE 342 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 342 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(2-2-6),CPE 342;3;หน่วยกิต;2-2-6;รูปแบบชั่วโมง,standard,,,
